# VHH-NNLO grid scan points
# process: ZHH
# energy_tev: 13.6
# scan_axes: kappa_lambda,kappa_z
# scan_x_keys: kappa_lambda,kappa_z
# windows: kappa_lambda=[-0.7,6.1]; kappa_z=[0.9,1.2]
# n_points_per_axis: 40
# n_points_total: 1600
# fixed_kappa: 1,1,1,1
#
kappa_lambda	kappa_z	sigma_lo	sigma_nnlo	k	sigma_heft_over_sm_lo	sigma_heft_over_sm_nnlo
4.530769231	1.146153846	1.430794103	1.856478224	1.297515988	4.921976599	4.682575115
4.530769231	1.153846154	1.446031839	1.878524284	1.299089158	4.974394887	4.738181656
4.530769231	1.161538462	1.461389523	1.900774188	1.300662252	5.027225804	4.794302349
4.530769231	1.169230769	1.476868076	1.923229255	1.30223497	5.080472513	4.850940523
4.530769231	1.176923077	1.492468426	1.945890813	1.303807021	5.134138204	4.908099528
4.530769231	1.184615385	1.508191505	1.968760201	1.305378126	5.188226091	4.96578274
4.530769231	1.192307692	1.524038257	1.991838766	1.30694801	5.242739413	5.023993558
4.530769231	1.2	1.540009628	2.015127866	1.308516407	5.297681431	5.082735404
4.705128205	0.9	1.052720151	1.314213077	1.248397379	3.621390343	3.314825549
4.705128205	0.9076923077	1.065290223	1.331330854	1.249735354	3.664631784	3.358001534
4.705128205	0.9153846154	1.077959211	1.348623912	1.251089928	3.708213503	3.40161963
4.705128205	0.9230769231	1.090727804	1.36609327	1.252460297	3.752137864	3.445682404
4.705128205	0.9307692308	1.103596697	1.383739956	1.253845685	3.796407257	3.490192451
4.705128205	0.9384615385	1.11656659	1.401565007	1.255245339	3.841024096	3.535152387
4.705128205	0.9461538462	1.129638193	1.419569472	1.256658531	3.88599082	3.580564854
4.705128205	0.9538461538	1.142812221	1.437754405	1.258084556	3.93130989	3.626432517
4.705128205	0.9615384615	1.156089398	1.456120875	1.25952273	3.976983795	3.672758066
4.705128205	0.9692307692	1.169470453	1.474669956	1.260972393	4.023015046	3.719544214
4.705128205	0.9769230769	1.182956124	1.493402733	1.262432902	4.069406178	3.766793697
4.705128205	0.9846153846	1.196547156	1.512320302	1.263903637	4.116159751	3.814509278
4.705128205	0.9923076923	1.210244298	1.531423766	1.265383996	4.163278352	3.862693741
4.705128205	1	1.224048311	1.55071424	1.266873396	4.210764588	3.911349896
4.705128205	1.007692308	1.237959959	1.570192846	1.268371271	4.258621092	3.960480577
4.705128205	1.015384615	1.251980014	1.589860719	1.269877075	4.306850524	4.01008864
4.705128205	1.023076923	1.266109258	1.609718999	1.271390276	4.355455565	4.060176966
4.705128205	1.030769231	1.280348476	1.629768838	1.272910359	4.404438921	4.110748462
4.705128205	1.038461538	1.294698462	1.650011399	1.274436827	4.453803324	4.161806056
4.705128205	1.046153846	1.309160017	1.670447852	1.275969194	4.503551528	4.213352702
4.705128205	1.053846154	1.32373395	1.691079377	1.277506992	4.553686315	4.265391376
4.705128205	1.061538462	1.338421076	1.711907165	1.279049767	4.604210487	4.317925081
4.705128205	1.069230769	1.353222216	1.732932414	1.280597077	4.655126874	4.370956842
4.705128205	1.076923077	1.3681382	1.754156334	1.282148494	4.706438328	4.424489708
4.705128205	1.084615385	1.383169865	1.775580143	1.283703605	4.758147726	4.478526751
4.705128205	1.092307692	1.398318054	1.797205069	1.285262007	4.810257971	4.533071071
4.705128205	1.1	1.413583618	1.81903235	1.28682331	4.862771989	4.588125787
4.705128205	1.107692308	1.428967413	1.841063232	1.288387135	4.915692729	4.643694046
4.705128205	1.115384615	1.444470306	1.863298973	1.289953116	4.969023167	4.699779016
4.705128205	1.123076923	1.460093168	1.885740838	1.291520897	5.022766303	4.756383891
4.705128205	1.130769231	1.475836878	1.908390102	1.293090131	5.076925159	4.813511889
4.705128205	1.138461538	1.491702322	1.931248052	1.294660485	5.131502783	4.87116625
4.705128205	1.146153846	1.507690393	1.954315981	1.296231633	5.186502249	4.929350239
4.705128205	1.153846154	1.523801991	1.977595194	1.297803261	5.241926653	4.988067148
4.705128205	1.161538462	1.540038025	2.001087003	1.299375062	5.297779116	5.047320288
4.705128205	1.169230769	1.556399407	2.024792734	1.30094674	5.354062783	5.107112996
4.705128205	1.176923077	1.572887059	2.048713717	1.302518006	5.410780826	5.167448636
4.705128205	1.184615385	1.589501911	2.072851295	1.304088583	5.467936437	5.228330591
4.705128205	1.192307692	1.606244898	2.09720682	1.305658199	5.525532836	5.289762271
4.705128205	1.2	1.623116962	2.121781653	1.307226591	5.583573266	5.351747109
4.879487179	0.9	1.105433603	1.378900029	1.247383854	3.802726273	3.477984755
4.879487179	0.9076923077	1.118754669	1.397004119	1.248713553	3.848551158	3.523648506
4.879487179	0.9153846154	1.132179521	1.415292508	1.250060156	3.894733067	3.569777113
4.879487179	0.9230769231	1.145708839	1.433766218	1.251422849	3.941274346	3.616373156
4.879487179	0.9307692308	1.159343313	1.452426283	1.252800846	3.988177364	3.663439238
4.879487179	0.9384615385	1.173083639	1.471273744	1.254193389	4.035444517	3.710977986
4.879487179	0.9461538462	1.18693052	1.490309652	1.25559974	4.083078223	3.758992052
4.879487179	0.9538461538	1.200884666	1.509535067	1.257019187	4.131080925	3.807484111
4.879487179	0.9615384615	1.214946796	1.528951061	1.258451041	4.179455091	3.856456862
4.879487179	0.9692307692	1.229117632	1.548558712	1.259894636	4.228203213	3.90591303
4.879487179	0.9769230769	1.243397908	1.56835911	1.261349323	4.277327808	3.955855362
4.879487179	0.9846153846	1.25778836	1.588353353	1.26281448	4.326831416	4.006286629
4.879487179	0.9923076923	1.272289736	1.608542551	1.264289498	4.376716603	4.057209626
4.879487179	1	1.286902787	1.628927821	1.265773792	4.426985958	4.108627174
4.879487179	1.007692308	1.301628274	1.64951029	1.267266795	4.477642095	4.160542115
4.879487179	1.015384615	1.316466963	1.670291096	1.268767954	4.528687652	4.212957317
4.879487179	1.023076923	1.33141963	1.691271383	1.270276737	4.580125293	4.265875671
4.879487179	1.030769231	1.346487054	1.712452309	1.271792629	4.631957704	4.319300094
4.879487179	1.038461538	1.361670024	1.733835039	1.273315127	4.684187597	4.373233524
4.879487179	1.046153846	1.376969335	1.755420748	1.274843748	4.736817708	4.427678925
4.879487179	1.053846154	1.39238579	1.777210619	1.276378021	4.789850797	4.482639285
4.879487179	1.061538462	1.407920198	1.799205848	1.277917491	4.84328965	4.538117615
4.879487179	1.069230769	1.423573377	1.821407637	1.279461717	4.897137074	4.59411695
4.879487179	1.076923077	1.439346148	1.8438172	1.281010271	4.951395903	4.65064035
4.879487179	1.084615385	1.455239344	1.866435759	1.282562739	5.006068996	4.707690899
4.879487179	1.092307692	1.471253803	1.889264546	1.284118718	5.061159235	4.765271704
4.879487179	1.1	1.487390368	1.912304803	1.285677818	5.116669525	4.823385896
4.879487179	1.107692308	1.503649892	1.93555778	1.287239663	5.172602799	4.882036631
4.879487179	1.115384615	1.520033235	1.959024739	1.288803885	5.228962012	4.941227089
4.879487179	1.123076923	1.536541262	1.982706949	1.29037013	5.285750143	5.000960473
4.879487179	1.130769231	1.553174847	2.00660569	1.291938054	5.342970197	5.06124001
4.879487179	1.138461538	1.56993487	2.03072225	1.293507323	5.400625202	5.122068953
4.879487179	1.146153846	1.586822219	2.05505793	1.295077612	5.458718212	5.183450577
4.879487179	1.153846154	1.603837788	2.079614036	1.296648609	5.517252303	5.24538818
4.879487179	1.161538462	1.620982479	2.104391887	1.298220008	5.576230577	5.307885087
4.879487179	1.169230769	1.6382572	2.129392809	1.299791516	5.635656161	5.370944646
4.879487179	1.176923077	1.655662868	2.15461814	1.301362845	5.695532205	5.434570227
4.879487179	1.184615385	1.673200406	2.180069226	1.302933718	5.755861884	5.498765227
4.879487179	1.192307692	1.690870742	2.205747421	1.304503867	5.816648397	5.563533065
4.879487179	1.2	1.708674816	2.231654093	1.306073029	5.877894968	5.628877184
5.053846154	0.9	1.159525473	1.44529944	1.246457687	3.988804003	3.645463276
5.053846154	0.9076923077	1.173621197	1.464420978	1.247779933	4.037293735	3.693693328
5.053846154	0.9153846154	1.187825775	1.483736228	1.249119407	4.08615793	3.742411975
5.053846154	0.9230769231	1.202139885	1.503246216	1.250475286	4.135398914	3.791621808
5.053846154	0.9307692308	1.216564208	1.522951977	1.251846773	4.185019039	3.841325439
5.053846154	0.9384615385	1.231099436	1.542854559	1.253233097	4.235020679	3.891525508
5.053846154	0.9461538462	1.245746266	1.562955016	1.254633515	4.285406234	3.942224674
5.053846154	0.9538461538	1.260505402	1.583254413	1.256047304	4.336178127	3.993425625
5.053846154	0.9615384615	1.275377557	1.603753823	1.257473768	4.387338807	4.045131069
5.053846154	0.9692307692	1.29036345	1.624454332	1.258912233	4.438890746	4.09734374
5.053846154	0.9769230769	1.305463805	1.645357032	1.260362046	4.490836441	4.150066396
5.053846154	0.9846153846	1.320679356	1.666463026	1.261822576	4.543178414	4.203301819
5.053846154	0.9923076923	1.336010843	1.687773427	1.26329321	4.595919211	4.257052814
5.053846154	1	1.351459013	1.709289356	1.264773359	4.649061401	4.311322211
5.053846154	1.007692308	1.367024621	1.731011944	1.266262449	4.702607579	4.366112863
5.053846154	1.015384615	1.382708427	1.752942334	1.267759926	4.756560364	4.421427648
5.053846154	1.023076923	1.3985112	1.775081674	1.269265254	4.8109224	4.477269468
5.053846154	1.030769231	1.414433716	1.797431125	1.270777913	4.865696354	4.533641249
5.053846154	1.038461538	1.430476757	1.819991856	1.272297399	4.920884917	4.59054594
5.053846154	1.046153846	1.446641112	1.842765047	1.273823225	4.976490808	4.647986515
5.053846154	1.053846154	1.462927579	1.865751885	1.27535492	5.032516766	4.705965971
5.053846154	1.061538462	1.479336962	1.88895357	1.276892026	5.088965556	4.764487331
5.053846154	1.069230769	1.495870071	1.912371307	1.2784341	5.145839969	4.823553639
5.053846154	1.076923077	1.512527724	1.936006315	1.279980714	5.203142818	4.883167966
5.053846154	1.084615385	1.529310746	1.95985982	1.281531451	5.260876942	4.943333405
5.053846154	1.092307692	1.546219971	1.983933058	1.28308591	5.319045204	5.004053075
5.053846154	1.1	1.563256236	2.008227274	1.2846437	5.377650491	5.065330116
5.053846154	1.107692308	1.580420388	2.032743724	1.286204442	5.436695714	5.127167694
5.053846154	1.115384615	1.597713282	2.057483672	1.287767771	5.496183809	5.189569
5.053846154	1.123076923	1.615135776	2.082448392	1.289333332	5.556117737	5.252537246
5.053846154	1.130769231	1.63268874	2.107639168	1.29090078	5.616500483	5.316075671
5.053846154	1.138461538	1.650373047	2.133057294	1.292469783	5.677335055	5.380187536
5.053846154	1.146153846	1.66818958	2.158704071	1.294040016	5.738624487	5.444876126
5.053846154	1.153846154	1.686139228	2.184580812	1.295611167	5.800371837	5.510144753
5.053846154	1.161538462	1.704222886	2.210688839	1.297182932	5.862580188	5.575996749
5.053846154	1.169230769	1.722441457	2.237029482	1.298755016	5.925252646	5.642435472
5.053846154	1.176923077	1.740795852	2.263604084	1.300327135	5.988392342	5.709464304
5.053846154	1.184615385	1.759286989	2.290413993	1.301899012	6.052002431	5.77708665
5.053846154	1.192307692	1.777915791	2.31746057	1.303470379	6.116086094	5.845305941
5.053846154	1.2	1.79668319	2.344745183	1.305040976	6.180646534	5.914125629
5.228205128	0.9	1.214995761	1.513411308	1.245610361	4.179623532	3.817261112
5.228205128	0.9076923077	1.229889806	1.533581432	1.246925883	4.230859513	3.868135999
5.228205128	0.9153846154	1.244897976	1.553955073	1.248258976	4.28248809	3.919524214
5.228205128	0.9230769231	1.260020942	1.574533261	1.249608803	4.334511569	3.971428359
5.228205128	0.9307692308	1.275259382	1.595317038	1.250974555	4.386932281	4.023851056
5.228205128	0.9384615385	1.290613981	1.616307453	1.252355449	4.439752582	4.076794953
5.228205128	0.9461538462	1.30608543	1.637505564	1.253750732	4.492974852	4.130262723
5.228205128	0.9538461538	1.321674429	1.658912442	1.255159671	4.546601496	4.18425706
5.228205128	0.9615384615	1.337381683	1.680529164	1.256581562	4.600634942	4.238780686
5.228205128	0.9692307692	1.353207905	1.702356817	1.258015721	4.655077643	4.293836343
5.228205128	0.9769230769	1.369153816	1.724396501	1.259461487	4.709932077	4.3494268
5.228205128	0.9846153846	1.385220143	1.746649321	1.260918223	4.765200746	4.405554849
5.228205128	0.9923076923	1.40140762	1.769116393	1.26238531	4.820886176	4.462223305
5.228205128	1	1.417716989	1.791798844	1.263862151	4.876990918	4.519435007
5.228205128	1.007692308	1.434148999	1.814697809	1.265348168	4.933517546	4.577192821
5.228205128	1.015384615	1.450704405	1.837814433	1.266842802	4.990468661	4.635499634
5.228205128	1.023076923	1.467383969	1.86114987	1.268345511	5.047846886	4.694358357
5.228205128	1.030769231	1.484188462	1.884705285	1.269855772	5.105654869	4.753771927
5.228205128	1.038461538	1.501118661	1.90848185	1.271373077	5.163895284	4.813743303
5.228205128	1.046153846	1.518175349	1.93248075	1.272896936	5.222570827	4.87427547
5.228205128	1.053846154	1.535359318	1.956703175	1.274426873	5.281684219	4.935371434
5.228205128	1.061538462	1.552671366	1.981150329	1.27596243	5.341238207	4.997034229
5.228205128	1.069230769	1.570112298	2.005823424	1.277503161	5.40123556	5.059266909
5.228205128	1.076923077	1.587682926	2.030723679	1.279048634	5.461679073	5.122072555
5.228205128	1.084615385	1.605384071	2.055852325	1.280598433	5.522571565	5.185454271
5.228205128	1.092307692	1.623216558	2.081210603	1.282152152	5.58391588	5.249415184
5.228205128	1.1	1.641181221	2.106799763	1.283709401	5.645714885	5.313958447
5.228205128	1.107692308	1.659278901	2.132621063	1.285269801	5.707971472	5.379087235
5.228205128	1.115384615	1.677510446	2.158675772	1.286832983	5.770688558	5.444804748
5.228205128	1.123076923	1.69587671	2.184965168	1.288398593	5.833869084	5.51111421
5.228205128	1.130769231	1.714378557	2.211490539	1.289966286	5.897516015	5.578018869
5.228205128	1.138461538	1.733016853	2.238253182	1.291535727	5.961632341	5.645521997
5.228205128	1.146153846	1.751792477	2.265254404	1.293106594	6.026221075	5.713626889
5.228205128	1.153846154	1.770706311	2.292495521	1.294678574	6.091285257	5.782336866
5.228205128	1.161538462	1.789759245	2.319977859	1.296251362	6.156827949	5.851655272
5.228205128	1.169230769	1.808952178	2.347702752	1.297824664	6.222852238	5.921585474
5.228205128	1.176923077	1.828286012	2.375671547	1.299398196	6.289361236	5.992130864
5.228205128	1.184615385	1.847761661	2.403885596	1.300971682	6.356358079	6.063294859
5.228205128	1.192307692	1.867380043	2.432346265	1.302544854	6.423845928	6.135080898
5.228205128	1.2	1.887142083	2.461054925	1.304117452	6.491827967	6.207492444
5.402564103	0.9	1.271844466	1.583235635	1.244834316	4.375184861	3.993378264
5.402564103	0.9076923077	1.287560495	1.60448548	1.246143763	4.429248494	4.04697652
5.402564103	0.9153846154	1.303396122	1.625949042	1.247471137	4.483723548	4.101113831
5.402564103	0.9230769231	1.319352012	1.647627356	1.248815586	4.538612309	4.155792809
5.402564103	0.9307692308	1.335428836	1.669521465	1.250176288	4.59391709	4.211016086
5.402564103	0.9384615385	1.351627275	1.691632424	1.251552448	4.649640227	4.266786321
5.402564103	0.9461538462	1.367948014	1.713961296	1.252943299	4.705784079	4.323106196
5.402564103	0.9538461538	1.384391746	1.736509155	1.254348099	4.762351033	4.379978417
5.402564103	0.9615384615	1.400959171	1.759277081	1.255766133	4.819343497	4.437405713
5.402564103	0.9692307692	1.417650998	1.782266167	1.257196708	4.876763906	4.49539084
5.402564103	0.9769230769	1.434467941	1.805477515	1.258639154	4.934614716	4.553936574
5.402564103	0.9846153846	1.451410721	1.828912236	1.260092825	4.992898411	4.613045718
5.402564103	0.9923076923	1.468480067	1.852571449	1.261557096	5.051617498	4.672721098
5.402564103	1	1.485676716	1.876456285	1.263031362	5.110774508	4.732965564
5.402564103	1.007692308	1.503001409	1.900567884	1.264515038	5.170371995	4.79378199
5.402564103	1.015384615	1.520454897	1.924907393	1.266007559	5.230412542	4.855173274
5.402564103	1.023076923	1.538037937	1.949475972	1.267508379	5.290898751	4.917142337
5.402564103	1.030769231	1.555751293	1.974274789	1.269016968	5.351833252	4.979692127
5.402564103	1.038461538	1.573595736	1.999305021	1.270532816	5.413218697	5.042825614
5.402564103	1.046153846	1.591572046	2.024567856	1.272055426	5.475057765	5.10654579
5.402564103	1.053846154	1.609681006	2.050064489	1.27358432	5.537353158	5.170855674
5.402564103	1.061538462	1.627923411	2.075796127	1.275119034	5.600107601	5.235758309
5.402564103	1.069230769	1.646300058	2.101763986	1.276659121	5.663323846	5.30125676
5.402564103	1.076923077	1.664811756	2.12796929	1.278204146	5.727004667	5.367354118
5.402564103	1.084615385	1.683459318	2.154413274	1.27975369	5.791152864	5.434053496
5.402564103	1.092307692	1.702243565	2.181097183	1.281307345	5.855771262	5.501358033
5.402564103	1.1	1.721165324	2.208022269	1.282864719	5.920862708	5.56927089
5.402564103	1.107692308	1.740225431	2.235189797	1.28442543	5.986430075	5.637795253
5.402564103	1.115384615	1.759424728	2.262601039	1.285989109	6.05247626	5.706934334
5.402564103	1.123076923	1.778764065	2.290257276	1.287555399	6.119004184	5.776691365
5.402564103	1.130769231	1.798244297	2.318159801	1.289123955	6.186016794	5.847069605
5.402564103	1.138461538	1.817866289	2.346309915	1.290694442	6.25351706	5.918072336
5.402564103	1.146153846	1.837630909	2.374708929	1.292266536	6.321507976	5.989702864
5.402564103	1.153846154	1.857539038	2.403358163	1.293839922	6.389992561	6.06196452
5.402564103	1.161538462	1.877591558	2.432258947	1.295414297	6.458973859	6.134860656
5.402564103	1.169230769	1.897789361	2.461412619	1.296989365	6.528454937	6.208394652
5.402564103	1.176923077	1.918133348	2.49082053	1.298564843	6.598438888	6.282569909
5.402564103	1.184615385	1.938624422	2.520484036	1.300140454	6.668928828	6.357389854
5.402564103	1.192307692	1.959263499	2.550404507	1.30171593	6.739927899	6.432857936
5.402564103	1.2	1.980051497	2.580583319	1.303291012	6.811439264	6.50897763
5.576923077	0.9	1.330071588	1.654772421	1.244122824	4.575487989	4.17381473
5.576923077	0.9076923077	1.346633265	1.677133123	1.245426774	4.632460677	4.23021489
5.576923077	0.9153846154	1.363320214	1.699718136	1.246749017	4.689864303	4.287180826
5.576923077	0.9230769231	1.380133093	1.722528499	1.248088686	4.747701136	4.344715159
5.576923077	0.9307692308	1.39707257	1.745565259	1.249444944	4.805973467	4.402820531
5.576923077	0.9384615385	1.414139317	1.768829474	1.250816983	4.864683612	4.461499613
5.576923077	0.9461538462	1.431334015	1.792322213	1.252204023	4.923833914	4.520755095
5.576923077	0.9538461538	1.448657353	1.816044551	1.253605311	4.983426738	4.580589695
5.576923077	0.9615384615	1.466110023	1.839997575	1.255020119	5.043464473	4.641006151
5.576923077	0.9692307692	1.48369273	1.864182382	1.256447743	5.103949533	4.702007229
5.576923077	0.9769230769	1.50140618	1.888600076	1.257887507	5.164884358	4.763595717
5.576923077	0.9846153846	1.51925109	1.913251772	1.259338752	5.22627141	4.825774426
5.576923077	0.9923076923	1.537228184	1.938138596	1.260800846	5.288113177	4.888546194
5.576923077	1	1.555338192	1.96326168	1.262273177	5.350412171	4.95191388
5.576923077	1.007692308	1.57358185	1.988622169	1.263755151	5.413170927	5.015880368
5.576923077	1.015384615	1.591959903	2.014221215	1.265246198	5.476392007	5.080448567
5.576923077	1.023076923	1.610473103	2.04005998	1.266745764	5.540077995	5.145621409
5.576923077	1.030769231	1.629122208	2.066139638	1.268253314	5.6042315	5.211401851
5.576923077	1.038461538	1.647907983	2.09246137	1.269768331	5.668855157	5.277792871
5.576923077	1.046153846	1.666831202	2.119026365	1.271290316	5.733951623	5.344797476
5.576923077	1.053846154	1.685892644	2.145835827	1.272818785	5.799523582	5.412418692
5.576923077	1.061538462	1.705093096	2.172890963	1.27435327	5.865573739	5.480659572
5.576923077	1.069230769	1.724433352	2.200192994	1.27589332	5.932104827	5.549523193
5.576923077	1.076923077	1.743914213	2.227743149	1.277438496	5.9991196	5.619012654
5.576923077	1.084615385	1.763536488	2.255542667	1.278988375	6.06662084	5.68913108
5.576923077	1.092307692	1.783300991	2.283592796	1.280542549	6.13461135	5.759881619
5.576923077	1.1	1.803208544	2.311894794	1.282100621	6.203093959	5.831267444
5.576923077	1.107692308	1.823259978	2.340449927	1.283662207	6.272071521	5.90329175
5.576923077	1.115384615	1.843456129	2.369259472	1.285226936	6.341546913	5.975957757
5.576923077	1.123076923	1.86379784	2.398324717	1.28679445	6.411523037	6.049268711
5.576923077	1.130769231	1.884285962	2.427646955	1.288364401	6.48200282	6.12322788
5.576923077	1.138461538	1.904921353	2.457227494	1.289936453	6.552989212	6.197838555
5.576923077	1.146153846	1.925704878	2.487067647	1.291510281	6.624485189	6.273104053
5.576923077	1.153846154	1.946637408	2.517168739	1.293085568	6.696493749	6.349027714
5.576923077	1.161538462	1.967719823	2.547532103	1.294662011	6.769017918	6.425612902
5.576923077	1.169230769	1.988953009	2.578159083	1.296239314	6.842060743	6.502863006
5.576923077	1.176923077	2.010337858	2.609051033	1.297817191	6.915625297	6.580781438
5.576923077	1.184615385	2.031875273	2.640209313	1.299395366	6.989714678	6.659371635
5.576923077	1.192307692	2.053566159	2.671635296	1.30097357	7.064332006	6.738637056
5.576923077	1.2	2.075411431	2.703330364	1.302551544	7.139480428	6.818581186
5.751282051	0.9	1.389677128	1.728021665	1.243469889	4.780532916	4.358570512
5.751282051	0.9076923077	1.407108117	1.751524361	1.244768856	4.840496062	4.417851111
5.751282051	0.9153846154	1.424670251	1.775262355	1.246086491	4.900910357	4.477725199
5.751282051	0.9230769231	1.442364187	1.79923669	1.247421911	4.961778049	4.538195408
5.751282051	0.9307692308	1.460190583	1.823448419	1.248774263	5.023101411	4.599264391
5.751282051	0.9384615385	1.478150107	1.847898603	1.250142725	5.08488274	4.660934828
5.751282051	0.9461538462	1.496243436	1.872588313	1.251526502	5.147124357	4.72320942
5.751282051	0.9538461538	1.51447125	1.897518631	1.252924828	5.20982861	4.786090893
5.751282051	0.9615384615	1.532834239	1.922690647	1.254336965	5.272997868	4.849581999
5.751282051	0.9692307692	1.551333099	1.948105461	1.255762197	5.336634526	4.913685512
5.751282051	0.9769230769	1.569968533	1.973764182	1.257199836	5.400741003	4.978404229
5.751282051	0.9846153846	1.588741251	1.99966793	1.258649216	5.465319743	5.043740974
5.751282051	0.9923076923	1.607651971	2.025817833	1.260109693	5.530373214	5.109698593
5.751282051	1	1.626701418	2.052215028	1.261580647	5.595903907	5.176279956
5.751282051	1.007692308	1.645890322	2.078860664	1.263061478	5.661914341	5.243487957
5.751282051	1.015384615	1.665219424	2.105755897	1.264551606	5.728407056	5.311325515
5.751282051	1.023076923	1.684689467	2.132901894	1.266050471	5.795384617	5.379795573
5.751282051	1.030769231	1.704301207	2.160299832	1.267557532	5.862849615	5.448901097
5.751282051	1.038461538	1.724055401	2.187950895	1.269072266	5.930804663	5.518645077
5.751282051	1.046153846	1.743952818	2.215856279	1.270594167	5.999252401	5.589030527
5.751282051	1.053846154	1.763994231	2.244017188	1.272122748	6.068195491	5.660060486
5.751282051	1.061538462	1.784180422	2.272434837	1.273657534	6.137636621	5.731738017
5.751282051	1.069230769	1.804512179	2.301110449	1.27519807	6.207578503	5.804066206
5.751282051	1.076923077	1.824990297	2.330045257	1.276743915	6.278023873	5.877048163
5.751282051	1.084615385	1.84561558	2.359240505	1.278294641	6.348975492	5.950687023
5.751282051	1.092307692	1.866388836	2.388697444	1.279849835	6.420436144	6.024985944
5.751282051	1.1	1.887310882	2.418417336	1.281409098	6.492408639	6.099948109
5.751282051	1.107692308	1.908382542	2.448401452	1.282972044	6.564895812	6.175576724
5.751282051	1.115384615	1.929604647	2.478651073	1.2845383	6.637900519	6.251875019
5.751282051	1.123076923	1.950978035	2.50916749	1.286107503	6.711425643	6.328846249
5.751282051	1.130769231	1.972503551	2.539952001	1.287679305	6.785474092	6.406493692
5.751282051	1.138461538	1.994182046	2.571005917	1.289253367	6.860048797	6.484820652
5.751282051	1.146153846	2.016014381	2.602330557	1.290829362	6.935152714	6.563830454
5.751282051	1.153846154	2.038001421	2.633927247	1.292406973	7.010788822	6.643526448
5.751282051	1.161538462	2.060144041	2.665797328	1.293985894	7.086960127	6.723912009
5.751282051	1.169230769	2.082443119	2.697942145	1.295565828	7.163669656	6.804990537
5.751282051	1.176923077	2.104899545	2.730363055	1.29714649	7.240920464	6.886765452
5.751282051	1.184615385	2.127514212	2.763061426	1.2987276	7.318715628	6.969240202
5.751282051	1.192307692	2.150288022	2.796038633	1.300308891	7.39705825	7.052418257
5.751282051	1.2	2.173221885	2.829296061	1.301890102	7.475951457	7.136303111
5.925641026	0.9	1.450661086	1.802983367	1.242870154	4.990319643	4.547645609
5.925641026	0.9076923077	1.468985049	1.827659193	1.244164598	5.05335465	4.609885181
5.925641026	0.9153846154	1.487446235	1.852581698	1.245478092	5.116861708	4.672746949
5.925641026	0.9230769231	1.506045292	1.877751931	1.246809735	5.180843048	4.736233556
5.925641026	0.9307692308	1.524782875	1.903170946	1.248158657	5.245300922	4.800347665
5.925641026	0.9384615385	1.543659646	1.92883981	1.249524022	5.310237608	4.865091965
5.925641026	0.9461538462	1.562676275	1.954759598	1.25090502	5.375655408	4.930469169
5.925641026	0.9538461538	1.581833438	1.980931395	1.252300873	5.44155665	4.996482013
5.925641026	0.9615384615	1.601131818	2.007356296	1.253710827	5.507943683	5.063133258
5.925641026	0.9692307692	1.620572106	2.034035405	1.255134157	5.574818883	5.130425687
5.925641026	0.9769230769	1.640155	2.060969835	1.256570163	5.642184651	5.198362111
5.925641026	0.9846153846	1.659881203	2.088160709	1.258018167	5.710043409	5.266945361
5.925641026	0.9923076923	1.679751428	2.11560916	1.259477518	5.778397607	5.336178294
5.925641026	1	1.699766394	2.143316329	1.260947585	5.847249717	5.406063791
5.925641026	1.007692308	1.719926827	2.171283369	1.262427759	5.916602238	5.476604756
5.925641026	1.015384615	1.740233459	2.199511441	1.263917453	5.986457689	5.547804117
5.925641026	1.023076923	1.760687031	2.228001714	1.265416099	6.056818619	5.619664828
5.925641026	1.030769231	1.78128829	2.25675537	1.266923149	6.127687596	5.692189865
5.925641026	1.038461538	1.80203799	2.285773597	1.268438074	6.199067216	5.765382229
5.925641026	1.046153846	1.822936893	2.315057595	1.269960361	6.270960098	5.839244944
5.925641026	1.053846154	1.843985767	2.344608573	1.271489517	6.343368886	5.913781058
5.925641026	1.061538462	1.865185389	2.374427748	1.273025064	6.416296248	5.988993645
5.925641026	1.069230769	1.886536539	2.40451635	1.27456654	6.489744875	6.064885801
5.925641026	1.076923077	1.908040009	2.434875613	1.2761135	6.563717486	6.141460646
5.925641026	1.084615385	1.929696595	2.465506786	1.277665511	6.63821682	6.218721325
5.925641026	1.092307692	1.9515071	2.496411125	1.279222158	6.713245645	6.296671008
5.925641026	1.1	1.973472337	2.527589895	1.280783038	6.788806748	6.375312886
5.925641026	1.107692308	1.995593123	2.559044372	1.28234776	6.864902946	6.454650175
5.925641026	1.115384615	2.017870284	2.590775841	1.283915949	6.941537077	6.534686118
5.925641026	1.123076923	2.040304651	2.622785595	1.285487241	7.018712003	6.615423978
5.925641026	1.130769231	2.062897063	2.655074939	1.287061282	7.096430612	6.696867043
5.925641026	1.138461538	2.085648369	2.687645186	1.288637733	7.174695816	6.779018628
5.925641026	1.146153846	2.10855942	2.720497658	1.290216264	7.253510552	6.861882067
5.925641026	1.153846154	2.131631079	2.753633689	1.291796558	7.33287778	6.945460723
5.925641026	1.161538462	2.154864211	2.78705462	1.293378305	7.412800485	7.029757978
5.925641026	1.169230769	2.178259693	2.820761803	1.294961208	7.493281677	7.114777243
5.925641026	1.176923077	2.201818406	2.854756598	1.296544978	7.574324389	7.20052195
5.925641026	1.184615385	2.22554124	2.889040376	1.298129338	7.65593168	7.286995555
5.925641026	1.192307692	2.249429089	2.923614516	1.299714017	7.738106632	7.37420154
